img_fName,class_label,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr
train_07029.jpeg,albopictus,3024.0,4032.0,1579.0,1484.0,1946.0,2047.0
new_image_train_00018_797.jpeg,culiseta,,,,,,
new_image_train_00018_3336.jpeg,culiseta,,,,,,
train_03952.jpeg,albopictus,1908.0,4032.0,49.0,2164.0,1147.0,3077.0
new_image_train_00006_1171.jpeg,anopheles,,,,,,
new_image_train_00172_2424.jpeg,aegypti,,,,,,
new_image_train_00006_3874.jpeg,anopheles,,,,,,
new_image_train_00172_1523.jpeg,aegypti,,,,,,
train_06569.jpeg,albopictus,459.0,627.0,122.0,233.0,356.0,492.0
new_image_train_00018_3896.jpeg,culiseta,,,,,,
new_image_train_00006_1237.jpeg,anopheles,,,,,,
train_09748.jpeg,albopictus,1024.0,1365.0,413.0,660.0,739.0,1028.0
new_image_train_00018_561.jpeg,culiseta,,,,,,
train_01712.jpeg,albopictus,1729.0,920.0,602.0,253.0,1220.0,831.0
new_image_train_00018_2129.jpeg,culiseta,,,,,,
new_image_train_00018_2126.jpeg,culiseta,,,,,,
new_image_train_00029_2746.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_1250.jpeg,anopheles,,,,,,
new_image_train_00029_2833.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_2932.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_1875.jpeg,aegypti,,,,,,
new_image_train_00172_2171.jpeg,aegypti,,,,,,
new_image_train_00172_3137.jpeg,aegypti,,,,,,
train_06270.jpeg,albopictus,3024.0,4032.0,775.0,1652.0,2057.0,2494.0
train_05824.jpeg,culex,3024.0,4032.0,260.0,636.0,1965.0,2646.0
new_image_train_00006_3909.jpeg,anopheles,,,,,,
new_image_train_00172_4560.jpeg,aegypti,,,,,,
train_05597.jpeg,albopictus,750.0,1334.0,224.0,574.0,548.0,882.0
new_image_train_00029_2800.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_1641.jpeg,anopheles,,,,,,
train_03986.jpeg,japonicus/koreicus,2976.0,3968.0,994.0,831.0,2744.0,2950.0
train_06466.jpeg,albopictus,1888.0,1593.0,671.0,622.0,1206.0,1072.0
new_image_train_00029_4141.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3405.jpeg,aegypti,,,,,,
new_image_train_00029_987.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3412.jpeg,aegypti,,,,,,
new_image_train_00018_2842.jpeg,culiseta,,,,,,
new_image_train_00006_3826.jpeg,anopheles,,,,,,
new_image_train_00006_4247.jpeg,anopheles,,,,,,
train_08630.jpeg,albopictus,1458.0,2592.0,381.0,598.0,1149.0,1608.0
train_00606.jpeg,culex,1024.0,1363.0,402.0,447.0,543.0,616.0
new_image_train_00172_2183.jpeg,aegypti,,,,,,
new_image_train_00018_2146.jpeg,culiseta,,,,,,
new_image_train_00172_3582.jpeg,aegypti,,,,,,
new_image_train_00018_2400.jpeg,culiseta,,,,,,
new_image_train_00172_524.jpeg,aegypti,,,,,,
new_image_train_00172_4203.jpeg,aegypti,,,,,,
new_image_train_00172_2783.jpeg,aegypti,,,,,,
new_image_train_00018_2128.jpeg,culiseta,,,,,,
new_image_train_00172_4135.jpeg,aegypti,,,,,,
new_image_train_00029_3128.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_2740.jpeg,anopheles,,,,,,
new_image_train_00018_903.jpeg,culiseta,,,,,,
new_image_train_00172_2367.jpeg,aegypti,,,,,,
new_image_train_00172_869.jpeg,aegypti,,,,,,
train_02274.jpeg,albopictus,1820.0,1024.0,167.0,322.0,504.0,516.0
new_image_train_00018_2286.jpeg,culiseta,,,,,,
train_02580.jpeg,culex,1024.0,1365.0,48.0,294.0,546.0,639.0
new_image_train_00006_1184.jpeg,anopheles,,,,,,
new_image_train_00029_1059.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_84.jpeg,aegypti,,,,,,
train_04463.jpeg,culex,1024.0,1820.0,359.0,494.0,609.0,745.0
train_09488.jpeg,culex,1024.0,2273.0,84.0,377.0,964.0,1477.0
train_05540.jpeg,culex,3024.0,4032.0,899.0,1522.0,1809.0,2287.0
new_image_train_00018_2179.jpeg,culiseta,,,,,,
new_image_train_00172_318.jpeg,aegypti,,,,,,
train_00368.jpeg,culex,2808.0,5616.0,357.0,1500.0,2521.0,4155.0
new_image_train_00018_1238.jpeg,culiseta,,,,,,
train_08335.jpeg,albopictus,3000.0,4000.0,1259.0,1941.0,1591.0,2296.0
new_image_train_00172_3889.jpeg,aegypti,,,,,,
train_10349.jpeg,albopictus,1458.0,2592.0,742.0,796.0,1152.0,1203.0
train_09793.jpeg,culex,1024.0,1365.0,325.0,690.0,492.0,889.0
train_09327.jpeg,culex,1960.0,4032.0,535.0,1969.0,937.0,2493.0
train_03380.jpeg,culex,768.0,1024.0,268.0,678.0,374.0,810.0
train_05866.jpeg,albopictus,1038.0,1038.0,288.0,549.0,468.0,790.0
train_05718.jpeg,albopictus,1968.0,2624.0,656.0,1642.0,1108.0,2214.0
train_03624.jpeg,culex,3024.0,4032.0,1034.0,1848.0,1524.0,2293.0
new_image_train_00029_2061.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_479.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3181.jpeg,anopheles,,,,,,
new_image_train_00172_3399.jpeg,aegypti,,,,,,
train_00220.jpeg,albopictus,1024.0,1365.0,391.0,530.0,632.0,715.0
new_image_train_00172_3975.jpeg,aegypti,,,,,,
new_image_train_00029_2473.jpeg,japonicus/koreicus,,,,,,
train_00093.jpeg,japonicus/koreicus,1200.0,1600.0,209.0,402.0,1015.0,1091.0
train_10278.jpeg,culex,1156.0,1131.0,213.0,302.0,1028.0,1014.0
train_00936.jpeg,albopictus,768.0,1024.0,319.0,540.0,403.0,617.0
train_08433.jpeg,albopictus,1610.0,1920.0,515.0,881.0,922.0,1266.0
new_image_train_00018_3959.jpeg,culiseta,,,,,,
train_06067.jpeg,albopictus,3096.0,4128.0,1254.0,1214.0,1626.0,1694.0
new_image_train_00006_3727.jpeg,anopheles,,,,,,
new_image_train_00006_4380.jpeg,anopheles,,,,,,
train_01597.jpeg,albopictus,4160.0,3120.0,1716.0,1409.0,2225.0,1801.0
new_image_train_00018_49.jpeg,culiseta,,,,,,
new_image_train_00172_1302.jpeg,aegypti,,,,,,
new_image_train_00029_1796.jpeg,japonicus/koreicus,,,,,,
train_00425.jpeg,culex,1818.0,1024.0,554.0,462.0,828.0,651.0
train_04913.jpeg,albopictus,1600.0,900.0,687.0,286.0,896.0,567.0
train_09122.jpeg,albopictus,4160.0,3120.0,815.0,314.0,2687.0,2779.0
train_10242.jpeg,culex,2448.0,3264.0,1140.0,1296.0,1627.0,1785.0
new_image_train_00172_664.jpeg,aegypti,,,,,,
new_image_train_00006_4095.jpeg,anopheles,,,,,,
new_image_train_00006_300.jpeg,anopheles,,,,,,
new_image_train_00018_1009.jpeg,culiseta,,,,,,
train_04822.jpeg,albopictus,1200.0,1600.0,97.0,123.0,908.0,1284.0
train_09901.jpeg,culex,3000.0,4000.0,1080.0,1077.0,2513.0,2400.0
new_image_train_00018_3883.jpeg,culiseta,,,,,,
train_09607.jpeg,culex,3024.0,4032.0,885.0,1535.0,1831.0,2976.0
new_image_train_00172_4251.jpeg,aegypti,,,,,,
train_06195.jpeg,albopictus,2848.0,2136.0,1201.0,798.0,1506.0,1136.0
new_image_train_00029_3103.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_2720.jpeg,culiseta,,,,,,
new_image_train_00172_3646.jpeg,aegypti,,,,,,
new_image_train_00006_2269.jpeg,anopheles,,,,,,
train_02658.jpeg,culex,768.0,1024.0,373.0,560.0,589.0,749.0
new_image_train_00029_2785.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_2857.jpeg,culiseta,,,,,,
new_image_train_00029_4004.jpeg,japonicus/koreicus,,,,,,
train_08552.jpeg,albopictus,1466.0,1018.0,495.0,305.0,897.0,643.0
new_image_train_00018_1577.jpeg,culiseta,,,,,,
train_09458.jpeg,japonicus/koreicus,1816.0,4032.0,6.0,1577.0,1154.0,2334.0
new_image_train_00172_1973.jpeg,aegypti,,,,,,
new_image_train_00172_292.jpeg,aegypti,,,,,,
new_image_train_00172_4039.jpeg,aegypti,,,,,,
train_06846.jpeg,culiseta,676.0,527.0,151.0,55.0,456.0,326.0
new_image_train_00029_2553.jpeg,japonicus/koreicus,,,,,,
train_05781.jpeg,culex,2322.0,4128.0,1001.0,1765.0,1509.0,2440.0
train_05438.jpeg,albopictus,561.0,732.0,123.0,242.0,488.0,586.0
new_image_train_00172_1991.jpeg,aegypti,,,,,,
new_image_train_00172_775.jpeg,aegypti,,,,,,
train_01062.jpeg,culex,3024.0,4032.0,1446.0,2139.0,1725.0,2632.0
new_image_train_00029_341.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3921.jpeg,culiseta,,,,,,
new_image_train_00029_4049.jpeg,japonicus/koreicus,,,,,,
train_10154.jpeg,japonicus/koreicus,2128.0,4608.0,872.0,1221.0,1564.0,1884.0
train_00248.jpeg,albopictus,491.0,510.0,145.0,74.0,442.0,447.0
new_image_train_00172_1915.jpeg,aegypti,,,,,,
new_image_train_00029_1642.jpeg,japonicus/koreicus,,,,,,
train_09596.jpeg,culiseta,1200.0,1600.0,150.0,655.0,1049.0,1094.0
train_02273.jpeg,albopictus,4000.0,3000.0,2295.0,708.0,2860.0,1329.0
new_image_train_00018_2870.jpeg,culiseta,,,,,,
new_image_train_00018_3659.jpeg,culiseta,,,,,,
train_07484.jpeg,culex,6144.0,8160.0,2269.0,4019.0,4032.0,5156.0
train_04806.jpeg,culex,2896.0,5152.0,1133.0,2159.0,1489.0,2498.0
new_image_train_00172_1802.jpeg,aegypti,,,,,,
train_02313.jpeg,culex,1024.0,1365.0,390.0,455.0,787.0,841.0
new_image_train_00172_1853.jpeg,aegypti,,,,,,
train_00708.jpeg,culex,5616.0,2808.0,1814.0,913.0,4561.0,2354.0
train_08162.jpeg,culex,3120.0,4160.0,1298.0,1612.0,1751.0,2262.0
train_08835.jpeg,culex,5616.0,2808.0,2058.0,146.0,4248.0,2392.0
new_image_train_00029_2869.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3089.jpeg,culiseta,,,,,,
train_05814.jpeg,albopictus,4000.0,2248.0,1646.0,696.0,2113.0,1447.0
new_image_train_00172_1602.jpeg,aegypti,,,,,,
train_05146.jpeg,culex,2268.0,4032.0,940.0,1716.0,1402.0,2208.0
train_03334.jpeg,albopictus,3072.0,4080.0,734.0,2267.0,1231.0,2798.0
train_06109.jpeg,japonicus/koreicus,1136.0,1266.0,382.0,309.0,814.0,899.0
new_image_train_00006_1245.jpeg,anopheles,,,,,,
new_image_train_00018_1635.jpeg,culiseta,,,,,,
train_09389.jpeg,culex,4128.0,3096.0,1146.0,489.0,2408.0,1663.0
new_image_train_00172_852.jpeg,aegypti,,,,,,
new_image_train_00172_2842.jpeg,aegypti,,,,,,
train_06921.jpeg,albopictus,1125.0,2436.0,134.0,258.0,986.0,1536.0
new_image_train_00172_2350.jpeg,aegypti,,,,,,
train_07101.jpeg,albopictus,2336.0,4160.0,889.0,1350.0,1878.0,2004.0
new_image_train_00029_2783.jpeg,japonicus/koreicus,,,,,,
train_10000.jpeg,albopictus,2268.0,4032.0,110.0,1356.0,2045.0,2376.0
train_08303.jpeg,culex,1024.0,1365.0,334.0,292.0,690.0,784.0
new_image_train_00172_2780.jpeg,aegypti,,,,,,
train_00815.jpeg,culex,2576.0,1160.0,681.0,215.0,1245.0,653.0
new_image_train_00006_3538.jpeg,anopheles,,,,,,
train_04511.jpeg,albopictus,2160.0,3840.0,1149.0,1467.0,1587.0,1913.0
train_00497.jpeg,albopictus,2448.0,3264.0,696.0,1553.0,1128.0,2042.0
new_image_train_00006_3885.jpeg,anopheles,,,,,,
train_05179.jpeg,albopictus,3264.0,2448.0,1000.0,815.0,1934.0,2178.0
new_image_train_00006_3337.jpeg,anopheles,,,,,,
new_image_train_00172_2092.jpeg,aegypti,,,,,,
train_04007.jpeg,culiseta,3000.0,4000.0,869.0,1012.0,1488.0,1552.0
train_02645.jpeg,culex,797.0,797.0,205.0,272.0,546.0,489.0
train_08592.jpeg,culex,2250.0,4000.0,1340.0,1760.0,1660.0,2075.0
new_image_train_00006_3250.jpeg,anopheles,,,,,,
train_07598.jpeg,culex,3024.0,4032.0,1212.0,1484.0,1537.0,1817.0
train_05240.jpeg,culex,768.0,1024.0,334.0,474.0,409.0,559.0
new_image_train_00172_4270.jpeg,aegypti,,,,,,
train_08522.jpeg,albopictus,768.0,1024.0,274.0,205.0,605.0,663.0
new_image_train_00006_2291.jpeg,anopheles,,,,,,
new_image_train_00029_3435.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_2912.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_1977.jpeg,culiseta,,,,,,
new_image_train_00029_3409.jpeg,japonicus/koreicus,,,,,,
train_08872.jpeg,albopictus,3000.0,4000.0,717.0,2414.0,1030.0,2739.0
new_image_train_00172_806.jpeg,aegypti,,,,,,
new_image_train_00006_2837.jpeg,anopheles,,,,,,
train_05991.jpeg,culex,768.0,1024.0,361.0,453.0,448.0,599.0
train_06895.jpeg,albopictus,4032.0,2268.0,1335.0,826.0,1919.0,1326.0
train_03687.jpeg,albopictus,1365.0,1024.0,896.0,126.0,1179.0,371.0
new_image_train_00029_327.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3013.jpeg,anopheles,,,,,,
train_08489.jpeg,albopictus,765.0,764.0,221.0,225.0,493.0,489.0
new_image_train_00029_2501.jpeg,japonicus/koreicus,,,,,,
train_08811.jpeg,culex,4032.0,2268.0,1728.0,979.0,2070.0,1447.0
new_image_train_00018_2219.jpeg,culiseta,,,,,,
train_05610.jpeg,anopheles,1200.0,1600.0,232.0,545.0,730.0,1169.0
new_image_train_00029_4164.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_368.jpeg,aegypti,,,,,,
train_07308.jpeg,albopictus,3264.0,1836.0,1074.0,604.0,2150.0,1732.0
train_04854.jpeg,culex,3024.0,4032.0,1126.0,2302.0,1412.0,2566.0
train_08294.jpeg,albopictus,728.0,707.0,54.0,77.0,634.0,506.0
new_image_train_00172_4554.jpeg,aegypti,,,,,,
train_04286.jpeg,albopictus,3000.0,4000.0,1448.0,1933.0,1762.0,2280.0
new_image_train_00172_1386.jpeg,aegypti,,,,,,
new_image_train_00029_2671.jpeg,japonicus/koreicus,,,,,,
train_04519.jpeg,albopictus,2268.0,4032.0,651.0,1990.0,1311.0,2755.0
train_00905.jpeg,culex,1024.0,1365.0,180.0,147.0,752.0,797.0
train_02724.jpeg,culex,1080.0,1920.0,489.0,1099.0,598.0,1238.0
new_image_train_00018_1379.jpeg,culiseta,,,,,,
train_07273.jpeg,culex,3000.0,4000.0,893.0,1666.0,2176.0,2764.0
new_image_train_00029_4167.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_2192.jpeg,anopheles,,,,,,
new_image_train_00018_2205.jpeg,culiseta,,,,,,
new_image_train_00029_3546.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3756.jpeg,aegypti,,,,,,
new_image_train_00029_2044.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_653.jpeg,aegypti,,,,,,
new_image_train_00006_3014.jpeg,anopheles,,,,,,
new_image_train_00172_2703.jpeg,aegypti,,,,,,
new_image_train_00018_3255.jpeg,culiseta,,,,,,
train_08788.jpeg,culex,4032.0,2268.0,1820.0,630.0,3066.0,1382.0
new_image_train_00029_2070.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_2505.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_864.jpeg,culiseta,,,,,,
new_image_train_00172_2327.jpeg,aegypti,,,,,,
new_image_train_00018_3068.jpeg,culiseta,,,,,,
new_image_train_00006_167.jpeg,anopheles,,,,,,
train_01350.jpeg,culex,1365.0,1024.0,306.0,206.0,1024.0,826.0
new_image_train_00018_2452.jpeg,culiseta,,,,,,
new_image_train_00006_1119.jpeg,anopheles,,,,,,
train_00456.jpeg,albopictus,3024.0,4032.0,1438.0,2075.0,1718.0,2292.0
train_04357.jpeg,albopictus,644.0,800.0,21.0,61.0,619.0,719.0
new_image_train_00006_655.jpeg,anopheles,,,,,,
train_00037.jpeg,culex,768.0,1024.0,203.0,341.0,605.0,778.0
train_01399.jpeg,culex,3024.0,4032.0,1147.0,1523.0,1631.0,2089.0
train_04533.jpeg,culex,2272.0,4032.0,634.0,1493.0,1330.0,2200.0
train_03568.jpeg,albopictus,3024.0,4032.0,457.0,914.0,1944.0,2280.0
train_04289.jpeg,albopictus,3024.0,4032.0,147.0,384.0,2430.0,3592.0
new_image_train_00172_1565.jpeg,aegypti,,,,,,
new_image_train_00018_1664.jpeg,culiseta,,,,,,
new_image_train_00172_3284.jpeg,aegypti,,,,,,
new_image_train_00006_2458.jpeg,anopheles,,,,,,
new_image_train_00018_1080.jpeg,culiseta,,,,,,
train_10059.jpeg,culiseta,2268.0,4032.0,254.0,602.0,2245.0,2392.0
train_01190.jpeg,culex,768.0,1024.0,222.0,443.0,483.0,607.0
new_image_train_00172_477.jpeg,aegypti,,,,,,
new_image_train_00006_3804.jpeg,anopheles,,,,,,
train_04349.jpeg,albopictus,1200.0,1600.0,364.0,490.0,760.0,942.0
new_image_train_00018_2470.jpeg,culiseta,,,,,,
new_image_train_00029_48.jpeg,japonicus/koreicus,,,,,,
train_10251.jpeg,culex,3024.0,4032.0,1183.0,1628.0,1818.0,2456.0
new_image_train_00018_2714.jpeg,culiseta,,,,,,
new_image_train_00029_619.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3429.jpeg,anopheles,,,,,,
train_08459.jpeg,albopictus,4000.0,2000.0,1369.0,486.0,1830.0,992.0
new_image_train_00029_1439.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3262.jpeg,anopheles,,,,,,
train_00664.jpeg,culex,4000.0,3000.0,2066.0,1346.0,2457.0,1660.0
train_09381.jpeg,culex,768.0,1024.0,298.0,574.0,425.0,715.0
train_07849.jpeg,albopictus,834.0,834.0,267.0,317.0,559.0,643.0
new_image_train_00029_532.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_1558.jpeg,japonicus/koreicus,,,,,,
train_04692.jpeg,albopictus,3264.0,1836.0,1198.0,680.0,1570.0,913.0
train_05201.jpeg,albopictus,3024.0,4032.0,975.0,1227.0,2232.0,2422.0
train_04462.jpeg,culiseta,1024.0,1365.0,377.0,619.0,699.0,872.0
train_05133.jpeg,culex,4624.0,3468.0,2743.0,1894.0,3217.0,2431.0
train_05101.jpeg,albopictus,2368.0,4208.0,957.0,1848.0,1482.0,2451.0
train_09830.jpeg,culiseta,3024.0,4032.0,1089.0,2077.0,1664.0,2516.0
train_07682.jpeg,albopictus,1024.0,1365.0,436.0,637.0,662.0,843.0
new_image_train_00172_3854.jpeg,aegypti,,,,,,
new_image_train_00172_2796.jpeg,aegypti,,,,,,
new_image_train_00172_3988.jpeg,aegypti,,,,,,
new_image_train_00029_348.jpeg,japonicus/koreicus,,,,,,
train_02879.jpeg,albopictus,3024.0,4032.0,1202.0,1618.0,1407.0,1790.0
new_image_train_00018_2309.jpeg,culiseta,,,,,,
new_image_train_00172_1428.jpeg,aegypti,,,,,,
train_10356.jpeg,culex,1536.0,2048.0,350.0,641.0,916.0,1347.0
new_image_train_00029_1326.jpeg,japonicus/koreicus,,,,,,
train_07322.jpeg,albopictus,1920.0,2560.0,834.0,1143.0,1084.0,1384.0
new_image_train_00006_3547.jpeg,anopheles,,,,,,
new_image_train_00006_2327.jpeg,anopheles,,,,,,
new_image_train_00172_2933.jpeg,aegypti,,,,,,
train_09258.jpeg,culex,768.0,1024.0,293.0,620.0,460.0,773.0
new_image_train_00029_429.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_622.jpeg,culiseta,,,,,,
train_01244.jpeg,albopictus,2448.0,3264.0,1029.0,1396.0,1475.0,1855.0
new_image_train_00172_1261.jpeg,aegypti,,,,,,
new_image_train_00029_89.jpeg,japonicus/koreicus,,,,,,
train_03751.jpeg,culex,768.0,1024.0,412.0,518.0,533.0,658.0
new_image_train_00006_3366.jpeg,anopheles,,,,,,
new_image_train_00006_2139.jpeg,anopheles,,,,,,
new_image_train_00006_2315.jpeg,anopheles,,,,,,
new_image_train_00029_1164.jpeg,japonicus/koreicus,,,,,,
train_02119.jpeg,culex,492.0,1024.0,153.0,395.0,314.0,541.0
train_08435.jpeg,culex,4000.0,2000.0,681.0,113.0,1657.0,969.0
train_00458.jpeg,culex,768.0,1024.0,195.0,172.0,673.0,864.0
train_00934.jpeg,culex,1212.0,703.0,538.0,240.0,759.0,590.0
new_image_train_00006_4419.jpeg,anopheles,,,,,,
new_image_train_00006_4461.jpeg,anopheles,,,,,,
new_image_train_00006_1068.jpeg,anopheles,,,,,,
new_image_train_00018_699.jpeg,culiseta,,,,,,
new_image_train_00018_2345.jpeg,culiseta,,,,,,
train_09112.jpeg,culex,4032.0,2268.0,824.0,323.0,2149.0,1322.0
new_image_train_00006_4036.jpeg,anopheles,,,,,,
train_00613.jpeg,albopictus,1205.0,1524.0,203.0,356.0,865.0,1252.0
train_01643.jpeg,albopictus,1200.0,1600.0,205.0,420.0,1094.0,1458.0
new_image_train_00172_1418.jpeg,aegypti,,,,,,
new_image_train_00029_1283.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_259.jpeg,aegypti,,,,,,
new_image_train_00006_3085.jpeg,anopheles,,,,,,
train_04401.jpeg,culex,1816.0,4032.0,271.0,1331.0,993.0,2123.0
train_09205.jpeg,albopictus,2448.0,3264.0,958.0,1335.0,1220.0,1526.0
train_07591.jpeg,albopictus,1728.0,3072.0,662.0,1311.0,969.0,1704.0
train_09414.jpeg,culex,1024.0,1820.0,223.0,338.0,673.0,874.0
train_04583.jpeg,albopictus,1160.0,2576.0,506.0,930.0,937.0,1519.0
new_image_train_00172_647.jpeg,aegypti,,,,,,
new_image_train_00172_4374.jpeg,aegypti,,,,,,
new_image_train_00029_3436.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_511.jpeg,culiseta,,,,,,
train_03560.jpeg,culex,4608.0,2592.0,1986.0,922.0,2663.0,1602.0
new_image_train_00018_3779.jpeg,culiseta,,,,,,
new_image_train_00006_3133.jpeg,anopheles,,,,,,
new_image_train_00006_204.jpeg,anopheles,,,,,,
new_image_train_00006_4078.jpeg,anopheles,,,,,,
train_08624.jpeg,culex,768.0,1024.0,259.0,488.0,385.0,619.0
new_image_train_00029_1536.jpeg,japonicus/koreicus,,,,,,
train_00900.jpeg,culex,4032.0,3024.0,1796.0,940.0,2344.0,1289.0
new_image_train_00006_3481.jpeg,anopheles,,,,,,
new_image_train_00029_1119.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_3783.jpeg,japonicus/koreicus,,,,,,
train_06363.jpeg,culex,768.0,1024.0,191.0,403.0,456.0,610.0
new_image_train_00029_912.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_388.jpeg,culiseta,,,,,,
new_image_train_00172_3380.jpeg,aegypti,,,,,,
new_image_train_00029_3297.jpeg,japonicus/koreicus,,,,,,
train_01388.jpeg,albopictus,1365.0,1024.0,422.0,303.0,975.0,903.0
train_05471.jpeg,culex,3024.0,4032.0,235.0,638.0,2410.0,3038.0
new_image_train_00172_1804.jpeg,aegypti,,,,,,
new_image_train_00172_3968.jpeg,aegypti,,,,,,
train_08267.jpeg,culex,2129.0,1024.0,595.0,343.0,1043.0,953.0
new_image_train_00172_633.jpeg,aegypti,,,,,,
new_image_train_00029_2081.jpeg,japonicus/koreicus,,,,,,
